ticket_id,customer_id,created_at,category,priority,status,resolution_hours
8000435,108083,2026-03-03 12:15:00,account,high,closed,4.4
8000436,100419,2026-05-23 05:54:00,return,low,closed,2.9
8000437,104971,2025-07-16 04:34:00,product,normal,open,
8000438,109713,2026-03-07 08:59:00,account,low,open,
8000439,104212,2025-04-30 17:12:00,delivery,normal,resolved,2.1
8000440,101173,2025-01-16 17:17:00,product,normal,closed,17.4
8000441,105289,2025-07-22 06:11:00,account,normal,resolved,5.1
8000442,107555,2026-04-19 11:29:00,product,normal,open,
8000443,105224,2025-10-16 13:26:00,product,low,closed,21.9
8000444,105113,2026-01-16 00:47:00,delivery,high,closed,12.5
8000445,101926,2025-09-17 15:54:00,product,low,closed,6.2
8000446,105641,2025-09-23 20:32:00,product,normal,resolved,6.3
8000447,107238,2025-06-04 10:55:00,payment,high,closed,4.8
8000448,105076,2025-07-03 20:42:00,product,normal,resolved,13.3
8000449,107925,2026-02-07 03:48:00,delivery,normal,resolved,4.6
8000450,108713,2025-01-24 06:18:00,delivery,low,closed,6.4
8000451,109504,2026-02-21 23:58:00,return,high,closed,2.5
8000452,108472,2025-04-11 04:29:00,delivery,high,resolved,27.2
8000453,109620,2026-03-29 08:21:00,account,normal,closed,7.4
8000454,103904,2025-01-11 21:06:00,payment,low,closed,6.2
8000455,108573,2025-09-23 18:19:00,return,high,open,
8000456,102541,2025-08-22 13:59:00,delivery,low,closed,4.9
8000457,102330,2025-10-25 13:48:00,payment,low,resolved,5.7
8000458,103819,2025-03-05 21:27:00,delivery,normal,resolved,12.6
8000459,103675,2025-08-19 19:29:00,account,normal,in_progress,
8000460,100230,2025-04-28 23:16:00,return,low,resolved,23.8
8000461,103040,2026-02-20 02:44:00,account,normal,resolved,7.4
8000462,104204,2026-05-14 15:19:00,payment,low,closed,0.9
8000463,107064,2025-07-08 11:49:00,delivery,high,resolved,5.1
8000464,100534,2026-02-24 10:11:00,delivery,normal,resolved,42.6
8000465,108179,2026-05-23 20:02:00,delivery,low,resolved,17.2
8000466,102614,2025-02-11 02:10:00,product,normal,resolved,10.8
8000467,107912,2025-01-07 19:09:00,payment,low,resolved,2.8
8000468,102494,2025-03-05 12:26:00,product,normal,in_progress,
8000469,105608,2025-11-25 15:41:00,delivery,low,in_progress,
8000470,101768,2026-06-12 15:14:00,payment,normal,resolved,11.2
8000471,102068,2025-02-28 18:23:00,delivery,low,resolved,7.1
8000472,104865,2026-04-15 12:37:00,product,normal,in_progress,
8000473,109414,2025-01-01 04:52:00,product,normal,resolved,5.7
8000474,105059,2025-12-22 04:41:00,payment,low,closed,6.1
8000475,106109,2025-01-30 12:42:00,payment,low,open,
8000476,102191,2025-07-17 07:51:00,product,normal,resolved,12.3
8000477,105611,2026-04-10 23:43:00,account,high,resolved,6.0
8000478,102441,2026-05-29 11:04:00,delivery,normal,resolved,5.2
8000479,101219,2025-01-10 00:07:00,return,normal,resolved,7.6
8000480,105987,2025-06-26 09:58:00,account,high,resolved,16.4
8000481,105832,2025-03-10 14:36:00,account,low,closed,6.5
8000482,106916,2025-03-27 08:25:00,payment,low,closed,16.5
8000483,104748,2025-02-20 16:32:00,product,normal,open,
8000484,103222,2025-11-30 03:05:00,payment,normal,closed,17.1
8000485,105058,2026-06-17 01:42:00,product,normal,closed,56.7
8000486,100084,2025-10-13 21:26:00,return,normal,in_progress,
8000487,105996,2026-03-15 05:18:00,delivery,normal,resolved,11.7
8000488,102478,2025-03-14 00:42:00,delivery,normal,open,
8000489,102071,2025-04-12 04:37:00,account,high,resolved,11.7
8000490,103503,2026-05-09 13:29:00,delivery,high,closed,3.5
8000491,107428,2026-05-27 15:43:00,delivery,low,resolved,8.1
8000492,100436,2025-11-18 05:56:00,payment,low,closed,11.7
8000493,102515,2025-10-24 03:01:00,return,normal,closed,7.9
8000494,100493,2026-06-20 10:40:00,delivery,normal,closed,6.3
8000495,102895,2026-01-17 21:03:00,payment,low,closed,15.1
8000496,105315,2025-11-05 06:36:00,payment,low,resolved,24.1
8000497,106564,2025-11-28 09:57:00,account,low,in_progress,
8000498,102467,2025-06-29 16:52:00,payment,low,resolved,2.0
8000499,105047,2026-05-07 01:18:00,account,normal,resolved,6.8
8000500,103728,2025-12-25 01:13:00,return,normal,resolved,6.8
8000501,100745,2025-06-15 03:16:00,return,low,resolved,10.3
8000502,109378,2026-04-07 05:04:00,return,high,open,
8000503,102089,2025-09-19 02:49:00,delivery,normal,resolved,8.6
8000504,104907,2025-04-09 11:28:00,delivery,high,closed,17.9
8000505,102442,2026-06-04 02:05:00,payment,low,resolved,11.3
8000506,104292,2025-02-03 02:34:00,product,normal,closed,13.5
8000507,103338,2026-01-12 05:22:00,product,high,closed,23.9
8000508,108280,2026-01-27 09:47:00,product,low,closed,5.7
8000509,108523,2025-07-19 01:29:00,delivery,normal,in_progress,
8000510,106665,2025-02-17 03:16:00,delivery,normal,resolved,13.6
8000511,107814,2025-10-27 00:09:00,return,low,resolved,11.0
8000512,109936,2026-06-25 10:39:00,payment,normal,closed,3.5
8000513,101147,2026-06-04 07:48:00,payment,low,resolved,10.3
8000514,105233,2025-07-09 20:00:00,payment,low,closed,22.8
8000515,102022,2025-12-22 08:50:00,return,low,closed,21.2
8000516,105285,2025-07-16 21:10:00,delivery,low,closed,12.9
8000517,101410,2025-07-28 20:29:00,product,normal,closed,7.9
8000518,100933,2025-04-03 22:50:00,payment,normal,resolved,1.0
8000519,106894,2025-06-29 14:27:00,return,low,open,
8000520,107317,2026-04-26 13:19:00,return,low,closed,9.6
8000521,102134,2025-04-30 23:14:00,account,urgent,open,
8000522,106721,2025-08-19 12:53:00,product,normal,resolved,19.2
8000523,106716,2025-10-06 02:04:00,account,urgent,closed,17.9
8000524,106443,2025-05-20 04:38:00,return,normal,closed,14.2
8000525,109550,2025-03-28 14:59:00,product,high,resolved,4.6
8000526,106205,2026-03-30 11:17:00,return,normal,closed,7.6
8000527,106859,2025-07-06 19:29:00,account,low,resolved,13.9
8000528,101864,2025-07-18 11:00:00,product,normal,closed,5.8
8000529,108186,2026-03-27 16:45:00,delivery,low,closed,7.6
8000530,100656,2025-07-08 13:18:00,return,normal,closed,12.4
8000531,107843,2025-03-26 09:57:00,return,low,open,
8000532,104654,2025-09-06 11:48:00,account,normal,resolved,4.1
8000533,109245,2026-02-04 07:18:00,account,normal,closed,11.2
8000534,105435,2026-01-07 01:32:00,return,normal,resolved,8.1
8000535,108808,2026-04-03 07:06:00,payment,high,in_progress,
8000536,105234,2026-04-07 16:11:00,delivery,normal,resolved,7.9
8000537,106012,2026-01-18 14:12:00,return,low,closed,20.4
8000538,107617,2026-02-21 19:08:00,delivery,high,in_progress,
8000539,106975,2025-05-08 14:32:00,product,normal,closed,5.5
8000540,101758,2026-03-27 17:08:00,delivery,normal,in_progress,
8000541,109826,2025-09-29 00:49:00,product,high,in_progress,
8000542,100050,2025-08-24 07:56:00,product,low,open,
8000543,103671,2026-03-31 08:33:00,payment,normal,closed,7.8
8000544,105752,2025-08-29 08:55:00,return,low,resolved,7.9
8000545,102646,2025-09-21 04:48:00,payment,normal,closed,1.3
8000546,102389,2026-02-18 18:48:00,product,normal,resolved,13.5
8000547,104005,2025-02-12 06:10:00,delivery,high,open,
8000548,103303,2025-05-12 22:59:00,delivery,low,resolved,13.9
8000549,100331,2025-08-15 04:13:00,product,normal,closed,3.8
8000550,104604,2026-04-15 20:10:00,delivery,normal,in_progress,
8000551,102861,2025-01-13 21:50:00,payment,normal,closed,6.3
8000552,102551,2026-05-01 11:10:00,return,normal,resolved,43.2
8000553,104602,2025-10-17 11:04:00,account,high,closed,7.5
8000554,100655,2025-08-10 16:00:00,product,low,resolved,9.8
8000555,101830,2026-04-01 09:19:00,return,normal,resolved,3.0
8000556,106541,2025-11-05 22:21:00,product,low,closed,7.9
8000557,109230,2026-02-21 12:21:00,payment,low,resolved,4.6
8000558,106438,2026-01-05 01:24:00,delivery,low,resolved,9.8
8000559,100135,2025-02-23 00:28:00,return,normal,resolved,3.8
8000560,100969,2025-03-03 13:11:00,payment,high,closed,7.4
8000561,102458,2025-01-02 20:22:00,product,normal,resolved,2.4
8000562,102040,2026-05-21 02:12:00,payment,high,resolved,5.3
8000563,103270,2025-07-22 12:38:00,payment,high,closed,26.6
8000564,101156,2025-09-05 15:46:00,delivery,normal,resolved,7.1
8000565,109758,2026-02-04 10:14:00,return,high,resolved,12.9
8000566,102694,2025-03-14 19:13:00,delivery,normal,in_progress,
8000567,107622,2026-01-07 15:01:00,account,normal,resolved,6.7
8000568,106211,2026-03-01 21:55:00,account,low,resolved,2.2
8000569,109547,2025-02-11 21:41:00,product,normal,in_progress,
8000570,108890,2025-03-17 13:34:00,return,low,resolved,3.3
8000571,102352,2025-05-31 12:51:00,product,low,closed,3.0
8000572,101342,2025-01-31 21:45:00,return,normal,resolved,8.3
8000573,108772,2025-05-12 05:20:00,payment,low,closed,7.6
8000574,108172,2026-05-12 22:56:00,product,low,in_progress,
8000575,107962,2025-05-16 02:23:00,account,normal,closed,7.2
8000576,101982,2025-01-18 06:24:00,delivery,high,in_progress,
8000577,106184,2025-01-09 12:31:00,delivery,low,closed,11.6
8000578,107123,2025-10-16 03:31:00,delivery,normal,resolved,19.3
8000579,102671,2026-04-28 07:41:00,payment,urgent,closed,18.1
8000580,108044,2026-06-22 10:34:00,return,normal,resolved,12.8
8000581,102793,2025-05-27 00:42:00,product,high,resolved,13.1
8000582,108408,2025-08-25 04:11:00,return,high,open,
8000583,103393,2026-01-05 22:29:00,return,low,resolved,5.4
8000584,107047,2025-09-21 17:25:00,account,low,resolved,21.7
8000585,106048,2025-05-08 20:32:00,delivery,high,closed,17.7
8000586,106119,2025-02-11 23:46:00,delivery,normal,resolved,12.1
8000587,108890,2026-05-10 12:05:00,product,high,closed,16.1
8000588,108359,2026-03-11 10:39:00,return,normal,closed,10.6
8000589,104312,2025-03-07 09:47:00,delivery,high,closed,6.1
8000590,100418,2026-06-02 05:04:00,delivery,low,in_progress,
8000591,104083,2026-03-12 10:52:00,account,high,closed,4.3
8000592,108488,2026-04-14 12:05:00,delivery,normal,closed,37.1
8000593,105918,2025-10-30 23:51:00,account,normal,resolved,11.5
8000594,108798,2025-02-20 22:25:00,return,low,closed,13.1
8000595,101165,2025-05-09 19:11:00,account,high,resolved,16.3
8000596,108872,2025-05-13 01:22:00,payment,low,resolved,22.9
8000597,102856,2025-03-26 01:29:00,account,normal,closed,13.6
8000598,107307,2025-12-23 20:09:00,delivery,high,open,
8000599,102601,2025-10-04 21:44:00,product,low,closed,8.8
8000600,109752,2026-03-09 23:00:00,payment,low,resolved,7.5
8000601,101247,2025-03-01 21:05:00,delivery,low,resolved,46.4
8000602,103842,2026-04-16 01:21:00,delivery,low,resolved,9.6
8000603,100064,2025-12-21 02:05:00,product,high,open,
8000604,101024,2025-09-02 04:38:00,account,normal,open,
8000605,105277,2026-01-18 16:39:00,delivery,low,closed,6.0
8000606,107635,2025-04-03 23:06:00,delivery,high,resolved,3.6
8000607,105527,2025-05-03 06:27:00,account,normal,open,
8000608,102739,2025-02-28 01:18:00,payment,low,closed,49.0
8000609,104847,2026-03-10 18:36:00,delivery,normal,in_progress,
8000610,103674,2025-12-31 04:03:00,payment,low,resolved,5.4
8000611,106511,2026-03-09 11:49:00,payment,low,resolved,21.8
8000612,102165,2025-02-09 20:11:00,product,normal,resolved,16.8
8000613,107118,2026-04-02 04:31:00,return,high,closed,6.4
8000614,101407,2025-02-01 13:27:00,return,normal,open,
8000615,100434,2025-06-04 09:22:00,payment,normal,open,
8000616,102466,2026-05-27 21:47:00,return,normal,open,
8000617,103404,2025-01-23 23:14:00,payment,low,open,
8000618,109310,2026-02-25 16:36:00,product,normal,in_progress,
8000619,109584,2026-01-22 00:13:00,return,low,resolved,33.4
8000620,108230,2025-07-30 08:20:00,product,high,resolved,5.5
8000621,106062,2026-02-06 13:44:00,payment,normal,resolved,12.6
8000622,109963,2025-07-01 05:10:00,product,low,resolved,11.0
8000623,103403,2026-05-24 07:03:00,return,high,closed,7.9
8000624,100951,2026-02-05 23:26:00,return,low,closed,3.2
8000625,100781,2025-01-21 22:48:00,product,high,in_progress,
8000626,106265,2025-05-14 11:11:00,return,normal,resolved,4.6
8000627,100529,2026-05-24 01:12:00,product,low,open,
8000628,100752,2026-04-14 08:32:00,account,low,closed,11.0
8000629,108258,2025-08-21 08:14:00,account,normal,closed,4.1
8000630,102080,2025-02-13 20:59:00,return,low,open,
8000631,106249,2025-03-18 16:29:00,payment,low,closed,6.0
8000632,104680,2025-06-08 04:17:00,delivery,low,in_progress,
8000633,103504,2025-06-21 00:14:00,return,normal,open,
8000634,103399,2025-08-15 00:55:00,account,high,resolved,11.1
8000635,104095,2025-07-11 21:21:00,return,low,resolved,3.1
8000636,101463,2026-02-10 17:43:00,return,normal,closed,8.6
8000637,106576,2025-08-14 21:05:00,return,low,resolved,3.2
8000638,100694,2026-05-28 07:40:00,return,normal,resolved,6.6
8000639,104499,2025-06-12 02:09:00,product,low,resolved,6.1
8000640,103895,2025-05-11 22:54:00,payment,normal,resolved,3.4
8000641,108634,2026-01-05 02:38:00,product,low,closed,8.1
8000642,102992,2025-12-22 09:48:00,delivery,normal,closed,4.7
8000643,107840,2026-05-19 20:34:00,product,low,in_progress,
8000644,104670,2025-04-19 12:44:00,return,normal,open,
8000645,102516,2026-04-22 10:02:00,account,low,open,
8000646,104324,2026-03-20 20:29:00,delivery,high,resolved,8.1
8000647,109697,2025-09-01 22:12:00,product,normal,closed,20.3
8000648,108802,2025-01-15 01:16:00,delivery,normal,open,
8000649,106124,2026-02-20 17:11:00,payment,low,in_progress,
8000650,105550,2025-06-14 03:20:00,payment,low,resolved,7.1
8000651,100793,2025-05-01 16:22:00,account,low,closed,7.0
8000652,108460,2025-06-09 00:04:00,account,high,resolved,4.0
8000653,102810,2026-06-23 22:55:00,return,low,resolved,5.5
8000654,108963,2025-10-03 07:55:00,product,normal,closed,4.2
8000655,108243,2025-08-04 08:42:00,return,normal,resolved,5.5
8000656,100009,2025-09-22 11:57:00,product,low,resolved,26.4
8000657,101822,2025-08-26 23:01:00,account,normal,resolved,14.4
8000658,107666,2026-06-12 12:31:00,payment,low,resolved,3.7
8000659,105041,2026-05-14 19:50:00,delivery,normal,closed,9.3
8000660,107508,2025-08-15 13:46:00,delivery,normal,resolved,7.2
8000661,103804,2025-02-13 12:22:00,product,low,closed,23.1
8000662,100671,2025-02-03 22:01:00,return,normal,closed,39.6
8000663,109252,2025-08-28 16:23:00,delivery,low,closed,14.0
8000664,102322,2025-03-19 14:25:00,account,normal,resolved,8.7
8000665,104308,2025-09-17 01:04:00,account,high,resolved,5.3
8000666,107534,2025-12-29 09:51:00,return,high,open,
8000667,106682,2025-12-03 17:00:00,return,high,resolved,8.4
8000668,107351,2025-07-23 04:39:00,return,high,resolved,4.3
8000669,104982,2025-04-05 11:25:00,payment,normal,in_progress,
8000670,104120,2025-11-05 06:54:00,product,normal,resolved,28.6
8000671,102020,2025-05-30 07:11:00,account,low,in_progress,
8000672,107523,2025-01-29 13:56:00,delivery,normal,resolved,11.7
8000673,106004,2026-04-15 18:14:00,payment,low,resolved,21.3
8000674,108603,2025-03-04 10:41:00,delivery,normal,closed,10.6
8000675,104560,2025-10-09 02:53:00,delivery,high,in_progress,
8000676,104766,2025-12-04 19:12:00,product,low,closed,20.1
8000677,105117,2025-03-04 17:51:00,payment,low,closed,15.7
8000678,107869,2025-01-04 23:15:00,delivery,normal,resolved,56.9
8000679,107577,2025-06-22 17:36:00,account,low,resolved,6.0
8000680,104273,2025-01-21 03:46:00,payment,high,closed,7.9
8000681,103211,2026-04-04 07:02:00,product,low,closed,10.3
8000682,107969,2025-12-28 17:45:00,account,normal,resolved,13.3
8000683,100746,2026-03-15 11:43:00,delivery,normal,resolved,4.7
8000684,108112,2025-01-06 08:51:00,payment,low,resolved,4.4
8000685,100409,2025-05-16 12:37:00,product,normal,in_progress,
8000686,105866,2026-06-01 17:56:00,payment,high,resolved,7.2
8000687,108738,2025-11-11 13:53:00,delivery,normal,closed,11.8
8000688,109525,2025-01-12 08:55:00,product,low,closed,6.3
8000689,100642,2026-03-23 08:13:00,account,low,resolved,11.5
8000690,104293,2025-12-31 19:32:00,account,high,open,
8000691,100705,2025-10-15 04:53:00,account,normal,closed,5.0
8000692,102567,2025-11-16 18:07:00,delivery,urgent,resolved,7.7
8000693,108870,2025-11-14 02:08:00,payment,high,resolved,11.7
8000694,101517,2025-02-11 21:29:00,delivery,normal,closed,12.5
8000695,104511,2025-03-28 16:53:00,payment,urgent,resolved,5.6
8000696,109416,2026-01-30 12:57:00,return,normal,resolved,16.8
8000697,102110,2026-03-30 00:31:00,product,normal,closed,18.0
8000698,100677,2025-04-13 08:39:00,payment,normal,closed,8.8
8000699,106662,2025-10-07 15:45:00,account,normal,closed,8.5
8000700,107763,2025-12-22 08:20:00,product,normal,closed,5.0
8000701,107598,2025-11-16 00:22:00,payment,low,closed,6.0
8000702,105907,2025-04-12 06:02:00,delivery,normal,resolved,17.8
8000703,109514,2025-05-27 13:35:00,return,low,closed,18.5
8000704,105568,2025-07-25 18:38:00,account,high,resolved,5.6
8000705,106609,2026-04-04 12:46:00,product,low,resolved,24.7
8000706,105753,2025-12-02 02:55:00,payment,normal,resolved,7.2
8000707,105993,2025-11-11 13:46:00,return,normal,closed,25.4
8000708,108532,2026-02-12 06:04:00,product,normal,in_progress,
8000709,103658,2025-11-02 04:02:00,payment,high,resolved,6.8
8000710,101097,2026-03-05 07:35:00,payment,high,resolved,4.9
8000711,101089,2026-06-26 02:11:00,account,low,resolved,16.6
8000712,107853,2026-01-14 01:36:00,product,normal,resolved,38.4
8000713,101694,2025-02-04 17:57:00,return,normal,closed,7.5
8000714,107032,2025-01-06 08:43:00,account,normal,closed,6.0
8000715,109375,2026-03-10 18:23:00,product,normal,closed,10.4
8000716,106905,2026-06-05 13:25:00,payment,low,in_progress,
8000717,107235,2025-05-07 17:27:00,product,high,closed,3.1
8000718,108946,2026-03-09 12:57:00,payment,normal,in_progress,
8000719,105024,2025-12-25 09:24:00,account,normal,resolved,4.6
8000720,102875,2026-04-19 12:58:00,return,normal,resolved,39.6
8000721,100990,2025-11-05 15:23:00,return,normal,closed,16.8
8000722,108016,2025-06-03 20:00:00,account,low,resolved,3.1
8000723,100583,2026-03-07 16:11:00,product,low,resolved,6.7
8000724,106190,2025-12-21 20:07:00,product,normal,resolved,7.7
8000725,109989,2026-06-07 16:13:00,delivery,normal,resolved,11.0
8000726,108321,2025-06-26 21:21:00,return,low,closed,9.9
8000727,107497,2025-04-20 01:51:00,payment,normal,resolved,13.7
8000728,100904,2025-12-29 01:50:00,delivery,low,in_progress,
8000729,106206,2026-04-27 02:19:00,product,normal,resolved,7.6
8000730,109802,2025-12-20 11:32:00,payment,low,resolved,7.7
8000731,101332,2025-01-30 23:58:00,delivery,normal,closed,13.6
8000732,104476,2025-07-23 08:09:00,account,high,resolved,9.1
8000733,104667,2026-05-13 04:47:00,return,urgent,closed,5.3
8000734,104827,2026-04-20 13:03:00,return,low,closed,8.0
8000735,108883,2025-06-10 11:09:00,product,low,closed,8.3
8000736,109323,2025-03-12 09:14:00,delivery,urgent,closed,4.7
8000737,104544,2026-01-16 10:24:00,delivery,normal,closed,8.5
8000738,107207,2026-04-15 18:54:00,delivery,normal,closed,13.0
8000739,102575,2026-04-22 07:49:00,payment,normal,resolved,6.9
8000740,106850,2025-06-13 12:18:00,product,normal,closed,6.8
8000741,108960,2025-03-14 20:35:00,account,low,resolved,10.3
